GEO_ID,NAME,B01002_001E,B01002_001M,B01002_002E,B01002_002M,B01002_003E,B01002_003M
530330036002 ,"Block Group 2, Census Tract 36, King County, Washington",31.5,0.8,31.6,0.7,30.9,1.9
530330036003 ,"Block Group 3, Census Tract 36, King County, Washington",40.9,5,43.8,6.7,38.5,7.3
530330036004 ,"Block Group 4, Census Tract 36, King County, Washington",31.8,2.2,32.9,2.5,31.1,1.9
530330038001 ,"Block Group 1, Census Tract 38, King County, Washington",32.1,5.5,30.6,4.8,35.1,7.1
530330038002 ,"Block Group 2, Census Tract 38, King County, Washington",37.4,7,40.4,6.9,33.4,7
530330039001 ,"Block Group 1, Census Tract 39, King County, Washington",38.8,4,38.2,13,39,4.3
530330039002 ,"Block Group 2, Census Tract 39, King County, Washington",45.5,6.3,46.1,14.4,45.4,5.4
530330040001 ,"Block Group 1, Census Tract 40, King County, Washington",33.9,4.5,40.1,8.5,29.8,4.3
530330040002 ,"Block Group 2, Census Tract 40, King County, Washington",46.4,5.3,46.2,8.5,46.5,5.9
530330041001 ,"Block Group 1, Census Tract 41, King County, Washington",34.2,4.5,34.5,8.4,33.9,5.7
530330041002 ,"Block Group 2, Census Tract 41, King County, Washington",47.5,6.1,49.1,6.7,47.2,6.8
530330041003 ,"Block Group 3, Census Tract 41, King County, Washington",30.8,21.3,25.8,24.7,41.2,4.9
530330041004 ,"Block Group 4, Census Tract 41, King County, Washington",40.2,10,43.4,12.4,35.8,11.5
530330041005 ,"Block Group 5, Census Tract 41, King County, Washington",34,3.5,34.3,5,33.8,3.3
530330041006 ,"Block Group 6, Census Tract 41, King County, Washington",44.5,12.8,35.3,26.8,47.8,12.8
530330042001 ,"Block Group 1, Census Tract 42, King County, Washington",46.4,7.5,46.8,11.6,46.1,7.3
530330042002 ,"Block Group 2, Census Tract 42, King County, Washington",37,4,33.8,5.2,38.7,8.6
530330042003 ,"Block Group 3, Census Tract 42, King County, Washington",41.5,4.2,41.3,5.8,41.9,7.7
530330042004 ,"Block Group 4, Census Tract 42, King County, Washington",39.1,8.4,40.3,13.4,38.9,8.7
530330042005 ,"Block Group 5, Census Tract 42, King County, Washington",43.9,6,44.9,5.7,42.6,7.5
530330043011 ,"Block Group 1, Census Tract 43.01, King County, Washington",22.6,2.1,20.9,10.4,23.1,1.6
530330043012 ,"Block Group 2, Census Tract 43.01, King County, Washington",35.6,4.8,38.6,5.2,34.1,9.9
530330043013 ,"Block Group 3, Census Tract 43.01, King County, Washington",42.8,6.8,38,13,48.6,14.6
530330043021 ,"Block Group 1, Census Tract 43.02, King County, Washington",21.6,0.3,21.4,0.3,22.3,1
530330043022 ,"Block Group 2, Census Tract 43.02, King County, Washington",23.4,2.1,23.8,2.5,23.1,3.3
530330044001 ,"Block Group 1, Census Tract 44, King County, Washington",23.7,13,30.3,16.1,22.8,10.9
530330044002 ,"Block Group 2, Census Tract 44, King County, Washington",30.2,4.5,30.5,6.8,29.8,5.9
530330044003 ,"Block Group 3, Census Tract 44, King County, Washington",23.3,1.4,23.8,0.4,21.8,2.2
530330044004 ,"Block Group 4, Census Tract 44, King County, Washington",24.5,2,26.1,3.9,24,1.2
530330045001 ,"Block Group 1, Census Tract 45, King County, Washington",26.3,6.2,26.6,6.2,23.2,6.2
530330045002 ,"Block Group 2, Census Tract 45, King County, Washington",34.3,4.6,34.4,6.1,34.1,4.6
530330046001 ,"Block Group 1, Census Tract 46, King County, Washington",36.1,4.3,37.7,4.9,34.2,6.4
530330046002 ,"Block Group 2, Census Tract 46, King County, Washington",37.9,5.9,40,7.3,36.8,8.6
530330046003 ,"Block Group 3, Census Tract 46, King County, Washington",40.1,5.7,39.4,11.3,40.6,9.4
530330047001 ,"Block Group 1, Census Tract 47, King County, Washington",40.3,8.7,40,9,41.5,11.6
530330047002 ,"Block Group 2, Census Tract 47, King County, Washington",30.8,1.9,30.9,3.9,30.8,1.8
530330047003 ,"Block Group 3, Census Tract 47, King County, Washington",33,2.2,32.9,2,33.4,5.7
530330047004 ,"Block Group 4, Census Tract 47, King County, Washington",35.5,2.2,34.2,2.6,37.1,5.2
530330048001 ,"Block Group 1, Census Tract 48, King County, Washington",33.3,1.7,32.2,3.5,35.6,3.5
530330048002 ,"Block Group 2, Census Tract 48, King County, Washington",45.4,3.1,45.6,4.7,43.7,5.4
530330048003 ,"Block Group 3, Census Tract 48, King County, Washington",33,2.5,33.5,4.4,32.5,4.1
530330048004 ,"Block Group 4, Census Tract 48, King County, Washington",32.8,1.5,33.3,5.3,32.6,0.8
530330049001 ,"Block Group 1, Census Tract 49, King County, Washington",33.1,3.5,30.8,5.4,37.6,6
530330049002 ,"Block Group 2, Census Tract 49, King County, Washington",28.4,1.4,28.6,2.3,28.2,1.8
530330049003 ,"Block Group 3, Census Tract 49, King County, Washington",29.8,1.8,30.6,1.7,29.4,3.2
530330049004 ,"Block Group 4, Census Tract 49, King County, Washington",34,6.3,33.9,6.9,34,6.8
530330049005 ,"Block Group 5, Census Tract 49, King County, Washington",31.1,1.1,31.1,1.7,31,3.5
530330050001 ,"Block Group 1, Census Tract 50, King County, Washington",36.2,11,31.8,17.9,36.9,9.1
530330050002 ,"Block Group 2, Census Tract 50, King County, Washington",28.2,2.2,29.9,8.2,27.2,1.7
530330050003 ,"Block Group 3, Census Tract 50, King County, Washington",29.9,2.9,30.6,1.8,28.9,4.3
530330051001 ,"Block Group 1, Census Tract 51, King County, Washington",37,2.7,37.5,3,36.1,5.4
530330051002 ,"Block Group 2, Census Tract 51, King County, Washington",46.4,2,45.5,4.4,46.9,3.8
530330051003 ,"Block Group 3, Census Tract 51, King County, Washington",34,2.6,33.9,6.1,34.2,3.5
530330052001 ,"Block Group 1, Census Tract 52, King County, Washington",22.1,1.3,22.1,0.8,23,4.4
530330052002 ,"Block Group 2, Census Tract 52, King County, Washington",22.5,1.8,21.9,2.3,23.2,5
530330052003 ,"Block Group 3, Census Tract 52, King County, Washington",29.5,6.5,26.6,10.1,32.4,5.5
530330052004 ,"Block Group 4, Census Tract 52, King County, Washington",32.4,7.7,29.4,12.1,40.5,11.1
530330052005 ,"Block Group 5, Census Tract 52, King County, Washington",25.9,2.2,26.5,4.5,24.5,4.9
530330053011 ,"Block Group 1, Census Tract 53.01, King County, Washington",20.3,0.4,20.3,0.3,20.4,0.7
530330053012 ,"Block Group 2, Census Tract 53.01, King County, Washington",22.6,0.5,22.5,1.4,22.7,0.6
530330053013 ,"Block Group 3, Census Tract 53.01, King County, Washington",25.9,1.3,25.5,1.4,28.9,6.1
530330053014 ,"Block Group 4, Census Tract 53.01, King County, Washington",23.6,1.7,23.5,2.3,23.7,2.2
530330053021 ,"Block Group 1, Census Tract 53.02, King County, Washington",19.2,0.3,19.2,0.3,19.2,0.3
530330053022 ,"Block Group 2, Census Tract 53.02, King County, Washington",20.3,0.4,20.5,0.4,20.1,0.9
530330053023 ,"Block Group 3, Census Tract 53.02, King County, Washington",19.3,0.2,19.4,0.2,19.2,0.3
530330054001 ,"Block Group 1, Census Tract 54, King County, Washington",36.4,6.1,40.1,11.3,31.7,6.4
530330054002 ,"Block Group 2, Census Tract 54, King County, Washington",36.3,2.7,37.3,2.5,35.5,3.4
530330054003 ,"Block Group 3, Census Tract 54, King County, Washington",30.8,2.2,33.2,3.9,29.4,2.9
530330054004 ,"Block Group 4, Census Tract 54, King County, Washington",29.5,1.4,29.6,3.8,29.5,1.1
530330056001 ,"Block Group 1, Census Tract 56, King County, Washington",42.1,5.2,40.9,7.9,42.5,6.7
530330056002 ,"Block Group 2, Census Tract 56, King County, Washington",48.3,2.8,49.7,5.4,47,4
530330056003 ,"Block Group 3, Census Tract 56, King County, Washington",55.1,4.9,55,7,55.2,5.8
530330056004 ,"Block Group 4, Census Tract 56, King County, Washington",46,6.6,45.4,10.1,46.5,12.9
530330056005 ,"Block Group 5, Census Tract 56, King County, Washington",47.2,6.8,44.9,7.9,47.4,5.8
530330057001 ,"Block Group 1, Census Tract 57, King County, Washington",36.8,17.3,46.5,23.2,33.4,13.6
530330057002 ,"Block Group 2, Census Tract 57, King County, Washington",44.5,7.4,37,8.2,51.5,6.7
530330057003 ,"Block Group 3, Census Tract 57, King County, Washington",43,10.4,46.8,10.9,35.6,10.7
530330057004 ,"Block Group 4, Census Tract 57, King County, Washington",44.2,10.3,41.9,14.4,45.6,13.5
530330057005 ,"Block Group 5, Census Tract 57, King County, Washington",44.5,16.8,44.7,12.2,34.7,25.6
530330057006 ,"Block Group 6, Census Tract 57, King County, Washington",38.7,3.2,38.7,4,36.9,6.3
530330058011 ,"Block Group 1, Census Tract 58.01, King County, Washington",31.7,3.8,31.3,1.4,35.9,9.5
530330058012 ,"Block Group 2, Census Tract 58.01, King County, Washington",34.3,4.6,32.4,3.4,38.4,9.6
530330058013 ,"Block Group 3, Census Tract 58.01, King County, Washington",35.2,4.7,33.2,6.1,38.5,8.4
530330058014 ,"Block Group 4, Census Tract 58.01, King County, Washington",33.6,3.4,34.1,5.6,33.2,4.2
530330058021 ,"Block Group 1, Census Tract 58.02, King County, Washington",35.6,10.8,43.4,14,34.3,8.2
530330058022 ,"Block Group 2, Census Tract 58.02, King County, Washington",32.8,2.7,31.2,4,33.1,2.3
530330058023 ,"Block Group 3, Census Tract 58.02, King County, Washington",35.7,5,35,5.8,39.2,9.1
530330059001 ,"Block Group 1, Census Tract 59, King County, Washington",24.4,3.2,27.3,2.3,21.9,2.3
530330059002 ,"Block Group 2, Census Tract 59, King County, Washington",43.8,9.1,43.9,11.9,43.7,10.6
530330059003 ,"Block Group 3, Census Tract 59, King County, Washington",19.8,0.4,20.4,1,19.5,0.2
530330059004 ,"Block Group 4, Census Tract 59, King County, Washington",32.3,2.7,31.3,6.1,32.9,5.2
530330059005 ,"Block Group 5, Census Tract 59, King County, Washington",35.8,4.6,35.9,10.5,35.6,3.5
530330060001 ,"Block Group 1, Census Tract 60, King County, Washington",36.7,7.7,37.1,6.8,36.5,15.8
530330060002 ,"Block Group 2, Census Tract 60, King County, Washington",41.8,6.4,42.2,10,41.7,5.4
530330060003 ,"Block Group 3, Census Tract 60, King County, Washington",41.2,13.4,35,10.1,47.9,6.3
530330060004 ,"Block Group 4, Census Tract 60, King County, Washington",28.3,2.1,29.7,1.5,26,4.2
530330061001 ,"Block Group 1, Census Tract 61, King County, Washington",40.1,6.6,36.9,6,40.4,5.4
530330061002 ,"Block Group 2, Census Tract 61, King County, Washington",42.5,5.8,42.3,19.3,42.7,6.3
530330061003 ,"Block Group 3, Census Tract 61, King County, Washington",34.1,5.8,32.1,9.5,34.9,5.3
530330061004 ,"Block Group 4, Census Tract 61, King County, Washington",33.6,3.4,33.4,7.9,34,4.7
530330062001 ,"Block Group 1, Census Tract 62, King County, Washington",33.6,10.1,42.3,7.3,28,2.7
530330062002 ,"Block Group 2, Census Tract 62, King County, Washington",40.5,2.8,37.9,3.9,42.7,5.9
530330062003 ,"Block Group 3, Census Tract 62, King County, Washington",50,6.3,48.4,4.7,52.8,13.1
530330063001 ,"Block Group 1, Census Tract 63, King County, Washington",46.6,8.8,47.6,9.1,44.8,12.4
530330063002 ,"Block Group 2, Census Tract 63, King County, Washington",63.3,9.3,60.9,8.8,67.1,10.3
530330063003 ,"Block Group 3, Census Tract 63, King County, Washington",37.9,2.8,40.1,11.3,37.8,2.5
530330063004 ,"Block Group 4, Census Tract 63, King County, Washington",46.6,3.5,48.1,3.1,45.4,2.8
530330064001 ,"Block Group 1, Census Tract 64, King County, Washington",32.8,3.9,36.4,2.3,32,8.3
530330064002 ,"Block Group 2, Census Tract 64, King County, Washington",41.4,9,38.6,8.7,46.3,11.3
530330064003 ,"Block Group 3, Census Tract 64, King County, Washington",40.6,6.1,44.1,5.7,38.2,8.6
530330065001 ,"Block Group 1, Census Tract 65, King County, Washington",42.3,5.8,40.1,6.8,43.5,11.8
530330065002 ,"Block Group 2, Census Tract 65, King County, Washington",35.7,4.9,36.1,7.2,35,5.6
530330065003 ,"Block Group 3, Census Tract 65, King County, Washington",35.4,5.8,38.3,9.6,33.5,3.5
530330066001 ,"Block Group 1, Census Tract 66, King County, Washington",30.7,1.7,32.2,3.4,30.3,1.3
530330066002 ,"Block Group 2, Census Tract 66, King County, Washington",29.8,1,29.2,0.7,30.8,3.5
530330067001 ,"Block Group 1, Census Tract 67, King County, Washington",28.4,1.2,28.6,1.4,28.2,2.6
530330067002 ,"Block Group 2, Census Tract 67, King County, Washington",32.7,2.5,33.5,6,32.5,2.1
530330067003 ,"Block Group 3, Census Tract 67, King County, Washington",36.1,9.8,32.8,18.1,36.9,8.8
530330067004 ,"Block Group 4, Census Tract 67, King County, Washington",32.3,6.1,30.2,6.8,33.9,6.9
530330068001 ,"Block Group 1, Census Tract 68, King County, Washington",35.7,5.3,30.6,6.2,38.9,5.3
530330068002 ,"Block Group 2, Census Tract 68, King County, Washington",38.1,4.7,37.8,5.3,38.2,6.2
530330069001 ,"Block Group 1, Census Tract 69, King County, Washington",34.5,2.7,36.2,4.8,34,4.9
530330069002 ,"Block Group 2, Census Tract 69, King County, Washington",42.3,4.8,40.3,7.3,42.8,3.2
530330069003 ,"Block Group 3, Census Tract 69, King County, Washington",42.8,11.9,42.8,13.3,42.8,17.7
530330069004 ,"Block Group 4, Census Tract 69, King County, Washington",36.1,6.6,36.7,8.7,33.8,8.9
530330070001 ,"Block Group 1, Census Tract 70, King County, Washington",32.8,4.6,31.9,6,32.8,10.5
530330070002 ,"Block Group 2, Census Tract 70, King County, Washington",37.5,7.4,41.1,9.1,36,13.7
530330070003 ,"Block Group 3, Census Tract 70, King County, Washington",32.9,2.9,39.1,12.1,31.6,3.2
530330070004 ,"Block Group 4, Census Tract 70, King County, Washington",50.8,4.8,56.3,10.4,46.6,7.9
